date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:33:09	410846/410846	---M--	200	added ('OK')	image/jpeg	etag:62d90e7c8354291212061a43aa7a9ab1	http://static.showit.co/1200/F1yolV9GnCz1zDmIdGvA2g/201471/dsc2832.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/F1yolV9GnCz1zDmIdGvA2g/201471/dsc2832.jpg	(from https://sonaandcophoto.com/gallery)
23:33:43	338641/338641	---M--	200	added ('OK')	image/jpeg	etag:0b839ebef2205d3cc4c7a4698db875da	http://static.showit.co/1200/31V0bRZ1H6lI_-PlZQbxxQ/201471/dsc2112.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/31V0bRZ1H6lI_-PlZQbxxQ/201471/dsc2112.jpg	(from https://sonaandcophoto.com/gallery)
23:33:52	380063/380063	---M--	200	added ('OK')	image/jpeg	etag:debb89b98607125d46b99cfc349dbcff	http://static.showit.co/1200/0N_AGA9GvoYSgQ4y_MkFqg/201471/dsc2160.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/0N_AGA9GvoYSgQ4y_MkFqg/201471/dsc2160.jpg	(from https://sonaandcophoto.com/gallery)
23:33:53	392748/392748	---M--	200	added ('OK')	image/jpeg	etag:30b6ac0c60103dc14559ea82775028f1	http://static.showit.co/1200/qHAOEy9W67T3twOcFBU9MQ/201471/dsc2857.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/qHAOEy9W67T3twOcFBU9MQ/201471/dsc2857.jpg	(from https://sonaandcophoto.com/gallery)
23:34:12	387899/387899	---M--	200	added ('OK')	image/jpeg	etag:aaa1f3da13e497a4dda06368faa94690	http://static.showit.co/1200/uweam-csAMacNUTum47SoQ/201471/dsc2579.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/uweam-csAMacNUTum47SoQ/201471/dsc2579.jpg	(from https://sonaandcophoto.com/gallery)
23:34:56	389707/389707	---M--	200	added ('OK')	image/jpeg	etag:80b5a6946cc3fcfc72deca60627ce5ad	http://static.showit.co/1200/5KWxkDiC2qbz5fIL3xhj4A/201471/dsc2213.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/5KWxkDiC2qbz5fIL3xhj4A/201471/dsc2213.jpg	(from https://sonaandcophoto.com/gallery)
23:35:19	540451/540451	---M--	200	added ('OK')	image/jpeg	etag:328ac5a19ddb90422f623e80d805662e	http://static.showit.co/1200/_Vcu9YiVPSBsZYI689WsaQ/201471/dsc2924.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/_Vcu9YiVPSBsZYI689WsaQ/201471/dsc2924.jpg	(from https://sonaandcophoto.com/gallery)
23:35:29	661078/661078	---M--	200	added ('OK')	image/jpeg	etag:416aa7032362e0d61bf67d57dcc90357	http://static.showit.co/1200/izRK4ItZLF3GA2fySy5w8A/201471/dsc2702.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/izRK4ItZLF3GA2fySy5w8A/201471/dsc2702.jpg	(from https://sonaandcophoto.com/gallery)
23:35:48	323642/323642	---M--	200	added ('OK')	image/jpeg	etag:28b2ce0c2233a07b8034747eb85515fe	http://static.showit.co/1200/rhCIrvCWlg2tI1IHOjRhZA/201471/dsc1971.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/rhCIrvCWlg2tI1IHOjRhZA/201471/dsc1971.jpg	(from https://sonaandcophoto.com/gallery)
23:35:52	156340/156340	---M--	200	added ('OK')	image/jpeg	etag:c73cce65a4c501470f225752b11cb20e	http://static.showit.co/800/hbTIyolj785Gkovqwna05w/201471/dsc0948_2.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/800/hbTIyolj785Gkovqwna05w/201471/dsc0948_2.jpg	(from https://sonaandcophoto.com/coming-soon)
23:36:11	442049/442049	---M--	200	added ('OK')	image/jpeg	etag:11456c801ccd1e4215175220ba110f8c	https://static.showit.co/1200/GW4V3zb1Qpa1QRUgJ9IdMg/201471/dsc0841.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/GW4V3zb1Qpa1QRUgJ9IdMg/201471/dsc0841.jpg	(from https://sonaandcophoto.com/coming-soon)
23:36:12	903236/903236	---M--	200	added ('OK')	image/jpeg	etag:c55fd00fcf59ba57b2abc19def006a8e	http://static.showit.co/1200/gUUDnI_jStY-JoLfzqT8DQ/201471/dsc2640.jpg	C:/My%20Web%20Sites/CayleeHain/static.showit.co/1200/gUUDnI_jStY-JoLfzqT8DQ/201471/dsc2640.jpg	(from https://sonaandcophoto.com/gallery)
